id;title;authors;date;description
9703213;'Left-right symmetric gauge model in a noncommutative geometry on';'Yoshitaka Okumura';'Sat, 29 Mar 1997 16:39:59 +0900   (22kb)';'   The left-right symmetric gauge model with the symmetry of $SU(3)_c\times SU(2)_L\times SU(2)_R\times U(1)$ is reconstructed in a new scheme of the noncommutative differential geometry (NCG) on the discrete space $M_4\times Z_4$ which is a product space of Minkowski space and four points space. The characteristic point of this new scheme is to take the fermion field to be a vector in a 24-dimensional space which contains all leptons and quarks. Corresponding to this specification, all gauge and Higgs boson fields are represented in $24\times 24$ matrix forms. We incorporate two Higgs doublet bosons $h$ and $SU(2)_R$ adjoint Higgs $\xi_R$ which are as usual transformed as $(2,2^\ast,0)$ and $(1,3,-2)$ under $SU(2)_L\times SU(2)_R\times U(1)$, respectively. Owing to the revise of the algebraic rules in a new NCG, we can obtain the necessary potential and interacting terms between these Higgs bosons which are responsible for giving masses to the particles included. Among the Higgs doublet bosons, one CP-even scalar boson survives in the weak energy scale and other four scalar bosons acquire the mass of the $SU(2)_R\times U(1)$ breaking scale, which is similar to the situation in the standard model. $\xi_R$ is responsible to spontaneously break $SU(2)\ma{R} \times U(1)$ down to $U(1)\ma{Y}$ and so well explains the seesaw mechanism. Up and down quarks have the different masses through the vacuum expectation value of $h$. '
9703214;'Supergravity in 10 + 2 Dimensions as Consistent Background for';'Hitoshi Nishino';'Sat, 29 Mar 1997 03:25:07 EST   (25kb)';'   We present a consistent theory of N=1 supergravity in twelve-dimensions with the signature (10,2). Even though the formulation uses two null vectors violating the manifest Lorentz covariance, all the superspace Bianchi identities are satisfied. After a simple dimensional reduction to ten-dimensions, this theory reproduces the N=1 supergravity in ten-dimensions, supporting the consistency of the system. We also show that our supergravity can be the consistent backgrounds for heterotic or type-I superstring in Green-Schwarz formulation, by confirming the kappa-invariance of the total action. This theory is supposed to be the purely N=1 supergravity sector for the field theory limit of the recently predicted F-theory in twelve-dimensions. '
9703215;'IR Duality in d=3 N=2 Supersymmetric USp(2N_c) and U(N_c) Gauge Theories';'Ofer Aharony';'Sun, 30 Mar 1997 11:14:46 -0500 (EST)   (8kb)';'   We suggest IR-dual descriptions for d=3 N=2 supersymmetric gauge theories with gauge groups USp(2N_c) and U(N_c) and matter in the fundamental representation. We relate this duality to the IR duality of d=4 N=1 SQCD theories, and in one case also to mirror symmetry. '
9703216;'Testing Effective String Models of Black Holes with Fixed Scalars';'Michael Krasnitz and Igor R. Klebanov';'Sun, 30 Mar 1997 14:16:13 -0500   (13kb)';'   We solve the problem of mixing between the fixed scalar and metric fluctuations. First, we derive the decoupled fixed scalar equation for the four-dimensional black hole with two different charges. We proceed to the five-dimensional black hole with different electric (1-brane) and magnetic (5-brane) charges, and derive two decoupled equations satisfied by appropriate mixtures of the original fixed scalar fields. The resulting greybody factors are proportional to those that follow from coupling to dimension (2,2) operators on the effective string. In general, however, the string action also contains couplings to chiral operators of dimension (1,3) and (3,1), which cause disagreements with the semiclassical absorption cross-sections. Implications of this for the effective string models are discussed. '
9703217;'Fluctuation Spectra of Tilted and Intersecting D-branes from the';'Akikazu Hashimoto and Washington Taylor IV';'Sun, 30 Mar 1997 15:51:17 MST   (29kb)';'   We consider the spectra of excitations around diagonal and intersecting D-brane configurations on tori. These configurations are described by constant curvature connections in a dual gauge theory description. The low-energy string fluctuation spectrum is reproduced exactly by the gauge theory in the case of vanishing field strength; however, this correspondence breaks down for fixed nonzero field strength. We show that in many cases the full Born-Infeld action correctly captures the low-energy spectrum in the case of non-vanishing field strength. This gives a field theory description of the low-energy physics of systems of diagonally wound branes and branes at angles as considered by Berkooz, Douglas and Leigh. This description extends naturally to non-supersymmetric configurations, where the tachyonic instability associated with brane-anti-brane systems appears as an instability around a saddle point solution of the corresponding Yang-Mills/Born-Infeld theory. In some cases, the field theory description requires a non-abelian generalization of the Born-Infeld action. We follow Tseytlin's recent proposal for formulating such an action. In the case of intersecting branes, the non-abelian Born-Infeld theory produces a transcendental relation which comes tantalizingly close to reproducing the correct spectrum; however, a discrepancy remains which indicates that a further clarification of the non-abelian Born-Infeld action may be necessary. '
9703218;'Heterotic Strings from Matrices';'Tom Banks, Lubos Motl';'Mon, 31 Mar 1997 11:52:34 +0200 (MET DST)   (13kb)';'   We propose a nonperturbative definition of heterotic string theory on arbitrary multidimensional tori. '
9703219;'Differential Regularization of Chern-Simons-Maxwell Spinor and Scalar';'M. Chaichian, W.F. Chen and H.C. Lee';'Mon, 31 Mar 1997 13:06:57 +0300 (EET DST)   (7kb)';'   Differential regularization is used to investigate the one-loop quantum corrections to Chern-Simons-Maxwell spinor and scalar electrodynamics. We illustrate the techniques to write the loop amplitudes in coordinate space. The short-distance expansion method is developed to perform the Fourier transformation of the amplitudes into momentum space and the possible renormalization ambiguity in Chern-Simons type gauge theories in terms of differential regularization is discussed. We also stress that the surface terms appearing in the differential regularization should be kept along for finite theories and they will result in the finite renormalization ambiguity. '
9703220;'Callan-Symanzik and renormalization group equation in theories with';'Elisabeth Kraus';'Mon, 31 Mar 97 12:13:26 +0200   (12kb)';'   Callan-Symanzik and renormalization group equation are discussed for the $U(1)$-axial model and it is shown that the symmetric model is not the asymptotic version of the spontaneously broken one due to mass logarithms in the $\beta$-functions. The Callan-Symanzik equation of the standard model is seen to have the same form as the one of the simple model. '
9703222;'N=2 Super-Conformal Filed Theory on the Basis of osp(2|2)';'A. Shafiekhani and W.-S. Chung';'Mon, 31 Mar 1997 15:58:32 +0430 (IDT)   (8kb)';'   Using a unified and systematic scheme, the free field realization of irreducible representations of osp(2|2) is constructed. By using these realization, the correlation functions of N=2 super-conformal model based on osp(2|2) symmetry and free field representation of ${\hat{osp(2|2)}}$ generators are calculated. Free field representation of currents are used to determine the stress-energy tensor and the central charge of the model. '
9703224;'N=4 Super NLS-mKdV Hierarchies';'E. Ivanov, S. Krivonos and F. Toppan';'Mon, 31 Mar 1997 16:31:29 +0300   (15kb)';'   N=2 extension of affine algebra $\hat{sl(2)\oplus u(1)}$ possesses a hidden global N=4 supersymmetry and provides a second hamiltonian structure for a new N=4 supersymmetric integrable hierarchy defined on N=2 affine supercurrents. This system is an N=4 extension of at once two hierarchies, N=2 NLS and N=2 mKdV ones. It is related to N=4 KdV hierarchy via a generalized Sugawara-Feigin-Fuks construction which relates N=2 $\hat{sl(2)\oplus u(1)}$ algebra to ``small'' N=4 SCA. We also find the underlying affine hierarchy for another integrable system with the N=4 SCA second hamiltonian structure, ``quasi'' N=4 KdV hierarchy. It respects only N=2 supersymmetry. For both new hierarchies we construct scalar Lax formulations. We speculate that any N=2 affine algebra admitting a quaternionic structure possesses N=4 supersymmetry and so can be used to produce N=4 supersymmetric hierarchies. This suggests a way of classifying all such hierarchies. '
